,mid,name,sex,level,sign,official,birthday,roomid,fans,guards,status,archiveView,liveCount,maxPopularity,participant,danmaku,income,goldUser,danmutop20
0,392101937,-水梨若official-,2,3,"准备好了

西南交大米若可动漫社看板娘水梨若

https://peing.net/zh-CN/shuiliruo1?event=0",0,9月26日,21745906,299,0,1,5379,0,0,0,0,0,0,{}
1,178464220,-籽三-,0,6,音乐制作的兔子籽三｜可以叫我三三,0,3月29日,21586495,32705,0,1,5394523,0,0,0,0,0,0,{}
2,15656417,贰三3三,2,6,？？？？？,0,5月10日,2802408,804,0,1,32118,0,0,0,0,0,0,{}
3,145913,3000biubiubiu,2,5,3000回biu星了,1,10月16日,21574518,6374,0,1,314433,0,0,0,0,0,0,{}
4,14712304,直立行走不存在,2,6,音無六音：http://qq2q.biz/LRdu,0,2月8日,46439,48412,0,1,4910389,0,0,0,0,0,0,{}
5,31761638,8911勘测研究所,0,4,这里只是一个莫得感情的勘测所所长，8911的小可爱们不定期出没(*?ω?)?,0,8月9日,894919,3703,0,1,61332,0,0,0,0,0,0,{}
6,333325107,Project_aid_un,2,4,Project A.I.D Unofficial／粉丝群号574882582／工作群号930161831／比起后期更需要翻译,0,,0,10753,0,1,304137,0,0,0,0,0,0,{}
7,20615815,ADTB-Project,0,5,Always Do the Best（ADTB）是由全国各地优秀高校生组建的虚拟主播社团。我们将持续产出高质量的视频创作,0,4月5日,3300114,218,0,1,2975,0,0,0,0,0,0,{}
8,484322035,AIChannel中国绊爱,2,6,嗨多磨！我是爱哥！商务合作请找@哎咿多工作室 合作邮箱：business@a1duo.com粉丝三群：175060574,1,6月30日,21712406,1047366,344,0,58801513,31,4168033,83713,453546,158215100,10505,"{'爱哥': 111210, '这是': 47716, '哈哈哈': 15508, '哎咿多': 10805, '怎么': 8080, '好好': 7534, '晚安': 5691, '哈哈哈哈': 5563, '跟随': 4874, '中爱病': 3779, '关注': 3477, '星球': 3317, '击剑': 2949, '变成': 2451, '可爱': 2342, '晚上': 2157, '拜拜': 2138, '哈哈': 2107, '加油': 1968, '登录': 1945}"
9,351759799,AIFans_Official,2,5,绊爱视频翻译搬运/绊爱中文粉丝站运营/粉丝站: kizunaai.fun/团队官网:aifans.cc/协力:@白鲸字幕组,0,8月14日,12412464,11583,0,1,480969,0,0,0,0,0,0,{}
10,510100897,AI艾灵,0,6,【目前系统故障维护中，复播时间待定】,0,5月6日,21927742,39409,0,0,2687659,0,0,0,0,0,0,{}
11,53159212,涅阿,1,5,,0,1月12日,21645790,656,0,1,64080,0,0,0,0,0,0,{}
12,565234,ANOL丶老宅,2,6,什么都不会,0,,5827695,1493,0,1,32930,0,0,0,0,0,0,{}
13,446536,AO凹,2,6,本职画师业余VUP请多指教~p站ID：1248744  http://weibo.com/ultramnnice,0,1月1日,40222,25585,0,0,193006,0,0,0,0,0,0,{}
14,24684806,ATM西米酱,2,4,我是要成为病娇系女子的男人！,0,4月3日,21601018,627,0,1,8939,0,0,0,0,0,0,{}
15,3499787,AYAYA白組搬運工,2,5,"現任社畜Vtuber以及前白組搬運工，因為社畜所以懶得搬的人

不過AYAYA還是只看點生活
（純度很低的）點生活粉絲群：258881051",0,,7656959,4540,0,1,583103,0,0,0,0,0,0,{}
16,389056211,AZKi_Official,0,6,,1,7月1日,21267062,60064,1,1,1408212,0,0,0,0,0,0,{}
17,18265201,幻羽Accesstobia,1,5,"我？一只普普通通的鸽子而已，更视频不存在的，动态区up没错了
一个超快乐的群：542308719",0,11月30日,2781167,2820,0,1,400420,0,0,0,0,0,0,{}
18,379333934,Superclusters_,2,2,"b站大号：Arindex 此号作为直播用
Supercluster氏族招募中",0,1月1日,14287479,532,0,1,1188,0,0,0,0,0,0,{}
19,499288958,-Aien-,2,2,Aien社团运营账号，联系合作请发私信,0,,0,6635,0,1,0,0,0,0,0,0,0,{}
20,160987990,面包狗饭团猫,2,5,,0,10月25日,12202505,42,0,1,350,0,0,0,0,0,0,{}
21,144597183,Akagi搬运,2,2,这里是vtuberつのはねあかぎ的搬运（授权申请中），欢迎会日语又中二的大佬参与搬运,0,,13371172,495,0,1,5506,0,0,0,0,0,0,{}
22,32906095,Alec艾里,2,6,"我是无性别精灵艾里。
直播通知群：829697237 
希望给您带来有益的视频！
暂时不接稿了！感谢咨询
<FacemoeXtra>",0,12月17日,1519992,84111,33,0,3103799,7,36536,312,2154,667300,41,"{'艾里': 207, '什么': 44, '哈哈哈': 37, '不是': 33, '可以': 32, '老师': 32, '感觉': 28, '主播': 26, '啊啊啊': 23, '就是': 21, '圣诞快乐': 21, '真的': 20, '晚安': 18, '晚上': 18, '呜呜': 18, '美女': 17, '这个': 16, '早上好': 16, '怎么': 16, '新年快乐': 15}"
23,8837514,Alice_Heart,2,5,AliceHeart社团官方账号,0,1月1日,130812,158,0,1,1833,0,0,0,0,0,0,{}
24,371691012,PaletteProject,2,2,Palette Project Official / パレプロ / ,0,,0,1368,0,1,9742,0,0,0,0,0,0,{}
25,401817833,AmayaSaki,2,2,KC Pro所属虚拟up主雨夜saki 暂定于6月开始正式活动,0,3月14日,21498255,75,0,1,691,0,0,0,0,0,0,{}
26,45921503,Anmr海外转播号,2,6,箱推anmr！,0,,13289738,12960,0,1,130132,0,0,0,0,0,0,{}
27,14269054,AnastasiaChannel,0,6,作为一朵散樱，书写一封为自己而作的情书。愿飘摇中能引导灵魂穿过荒原，保护他们免遭恶魔毒手。渴望告诉他们世界的真相，把他们送到应去的地方...,0,9月15日,312117,24824,0,0,1366234,0,0,0,0,0,0,{}
28,35748931,And2girls安菟,0,5,欢迎加入安菟后援大家庭哦~后援企鹅群：654280935；新浪微博@And2girls安菟,1,6月1日,510614,9860,0,1,2668901,0,0,0,0,0,0,{}
29,26939603,樱野nono,2,5,私人账号  偶尔发一发奥术魔刃 唱歌,0,1月1日,22372017,8489,0,1,64986,0,0,0,0,0,0,{}
30,66704536,Arindex,2,6,Watch them fall. | Warframe前大蜘蛛世界第一 Ι 交流群：124551061,0,,2628435,2322,0,1,965544,0,0,0,0,0,0,{}
31,8718389,Asakiri深岚,2,6,个人势vup深岚。深海中降生的犬少年，是毛茸茸的犬科兽人！,0,5月25日,4095214,13868,0,0,253744,0,0,0,0,0,0,{}
32,17977334,ElskaAsh,2,6,啧？,0,11月23日,394623,2074,0,1,26804,0,0,0,0,0,0,{}
33,578689145,Asobi_Rin,0,0,,0,1月1日,0,15,0,1,104,0,0,0,0,0,0,{}
34,2592429,YpCa1,2,6,,0,,833688,5981,0,1,181974,0,0,0,0,0,0,{}
35,521070071,AyamyあやみOfficial,2,6,Twitter@ayamy_garubinu， PIXIV=14112962  ,0,,22058578,55527,0,0,1451900,0,0,0,0,0,0,{}
36,508191,Azulim搬运组,2,6,欢迎小天使回家 Azulim粉丝群：383155405,0,,3602205,80426,0,0,5026970,0,0,0,0,0,0,{}
37,171272634,BiBiDao的海景房,0,6,大家好~我是住在B站的少女~！欢迎来到我的B~站海景房！,0,2月8日,10831079,9944,0,0,276162,0,0,0,0,0,0,{}
38,11587741,BlagS_Channel,2,6,风云社所属，某游戏bug诞生出的意识体，请多指教！,0,10月8日,7809855,1279,0,0,36799,0,0,0,0,0,0,{}
39,29104,小兔巴尼,1,6,"年底目标卧推120+，深蹲200，硬拉随缘
摸鱼群：864740840",0,6月16日,688884,2250,0,0,86985,0,0,0,0,0,0,{}
40,34547736,肆壹Yonichi,2,5,前夏坊画师/爱发电：Burgess41/直播间：肆壹二号机/Pixiv：Burgess41/努力搞艺术中,0,,3392010,350,0,1,124239,0,0,0,0,0,0,{}
41,410512576,CANAMETOHARUKY,2,5,双人虚拟偶像组合“CANAME TO HARUKY”。请多多关照！　,0,,0,15755,0,1,316512,0,0,0,0,0,0,{}
42,595394735,名为CASA的小窝,2,2,"沉寂中、
互助势虚拟主播社团CASA的官方号。 联系邮箱casalive@163.com",0,,0,96,0,1,0,0,0,0,0,0,0,{}
43,222288454,浙江大学CC98论坛,0,5,CC98虚拟主播林雪樱、夏珺、南秋，粉丝群：907328420，联系：contact@cc98.org,1,9月8日,5652521,16889,0,0,333409,0,0,0,0,0,0,{}
44,3111606,卡罗尔_Carol-Pan,2,6,Farewell my friends,0,1月19日,3475932,2384,0,1,38461,0,0,0,0,0,0,{}
45,102445,链式猫网络科技,2,3,虚拟主播社团链式猫反应官方账号,1,,0,203,0,1,17293,0,0,0,0,0,0,{}
46,508149110,ChaosLive情报局,2,3,怀抱着初心坚持前行,0,,0,2006,0,1,2197,0,0,0,0,0,0,{}
47,396001169,Chiki_MS,2,5,个人势Vup，所作所为皆为兴趣！,0,,21368636,3705,0,0,96670,0,0,0,0,0,0,{}
48,226743527,Citrus柑橘社,2,4,citrus柑橘社官方号 商务合作邮箱：maoxuewang12345@gmail.com ,0,,12527124,1690,0,1,1500,0,0,0,0,0,0,{}
49,12272233,Cloubee_cb,1,6,"一般臭打游戏的，
人物绘制@024th",0,10月25日,1350951,136,0,1,96046,0,0,0,0,0,0,{}
50,473961987,CloudConnecting,2,3,,0,,0,165,0,1,2049,0,0,0,0,0,0,{}
51,407980569,响重音Kasane,0,5,响重音的Official账号！ne组粉丝群：926768038 字幕组审核群516779351,0,2月14日,21592733,11445,0,0,373500,0,0,0,0,0,0,{}
52,415295159,3.65E+11,2,5,,0,,21739989,4846,0,1,878203,0,0,0,0,0,0,{}
53,2919301,废物猫_FiveNeko,2,6,喵,0,,45753,2494,0,0,74867,0,0,0,0,0,0,{}
54,482908159,cocolive,2,2,Creator Coffee 直播相关账号，本账号下全部直播/视频素材公开使用许可，但禁止诋毁及侮辱性的创作行为。,0,,21696454,125,0,1,638,0,0,0,0,0,0,{}
55,589309893,Croven教团,2,2,我们是遮天蔽日，放声高歌的过境群鸦。入团快捷通道: 924054504,0,2月4日,22283002,5251,0,1,0,0,0,0,0,0,0,{}
56,267970450,虚拟DD,2,5,"Hi！大家好！我是虚拟DD！合作请联系xunidd@qq.com
群聊号码：822348775",0,,7934153,13391,0,1,963664,0,0,0,0,0,0,{}
57,406987,DENKIMOFU,2,6,サラサラ,0,,382436,13512,0,1,229909,0,0,0,0,0,0,{}
58,488979186,DUST_CELL,2,4,2019年开始活动。由主唱EMA，作曲Misumi组成的双人音乐团体。,0,,0,12959,0,1,145942,0,0,0,0,0,0,{}
59,793061,Demeo阿死,0,6,A.S.I战术支援平台上线 https://account.bilibili.com/account/face/uplo,0,1月1日,5165,9987,4,1,614036,0,0,0,0,0,0,{}
60,37557460,Diphylia星空,1,6,Diphylia社团所属，一枚工具人哦,0,4月28日,1362483,269,0,1,7023,0,0,0,0,0,0,{}
61,41806,クロロ__エリス,2,6,にゃーー?,0,12月25日,14806,2685,0,0,59189,0,0,0,0,0,0,{}
62,490912699,DreamHorizon官方,2,3,DreamHorizon企划官方号，用于分享企划动态。,0,,0,212,0,1,1481,0,0,0,0,0,0,{}
63,573556,DuckDriver官方,2,5,虚拟主播同人社团DuckDriver官方账号。DD社的大家都很可爱！快来单（D）推(D)她们吧！,0,8月6日,4678174,1346,0,1,23526,0,0,0,0,0,0,{}
64,591873785,EgoLive,2,4,虚拟主播社团（非企业势）EgoLive官方账号，我们社团立志发现各种女孩子真我的魅力~商务活动私信,0,,22535566,883,0,1,6797,0,0,0,0,0,0,{}
65,21381174,ELFrost官方,2,2,"虚拟up主/Vtuber组织ELFrost官方
虚拟动漫社企划进行中",0,,0,326,0,1,2509,0,0,0,0,0,0,{}
66,109099640,ERN厄音_Channel,2,2,Valhalla Clab殿主！是司掌战争的女神大人！哈哈哈！,0,,11468329,23,0,1,0,0,0,0,0,0,0,{}
67,516562930,ERRARIUM,2,1,虚拟世界ERRARIUM、 居民?noera、,0,,0,47,0,1,325,0,0,0,0,0,0,{}
68,431079713,ET_Channel,2,4,个人势新人 ERROR909 & T？NY 共用号 只做想做的视频！水友群：870695150,0,,21593337,894,0,0,52234,0,0,0,0,0,0,{}
69,94896660,エイレーン艾琳,0,5,本人です！只是来玩，并不会在这个账号发布视频哦w,0,6月27日,3799549,17778,0,1,227813,0,0,0,0,0,0,{}
70,434319922,Elaine_夜空Project,2,5,夜空project所属，可爱伶俐清楚偶像AI。粉丝群638494519   画师：EiR_  Live2D：Dokex-尚尚,0,,21500157,9383,1,0,279179,0,0,0,0,0,0,{}
71,687304,Elena-沐沐,2,5,嗞哇儿嗞哇儿，头像是茶饭老师画的,0,,73168,2220,0,1,3867,0,0,0,0,0,0,{}
72,1480838,EricaZehnt_埃莉卡,2,6,狐娘画师/尾巴自己画画/播着玩 不是v/不接稿 p站@ZehΛ/t,0,11月3日,759938,46510,36,0,540647,15,727059,2802,23558,20984400,550,"{'阿钳': 612, '可以': 361, '什么': 354, '啊啊啊': 289, '钳子': 289, 'mnk': 241, '有点': 213, '不是': 208, '东西': 206, '晚上': 197, '一个': 188, '老板': 186, '晚安': 167, '这个': 163, '加班': 153, '可爱': 149, '怎么': 144, '哈哈哈': 132, '拜拜': 132, '已经': 129}"
73,394851149,Eve_aic搬运组,0,3,员工您好，这里是SCP解说系Vtuber Eve.aic 的授权搬运组，往期视频位于收藏夹，粉丝群742427373,0,5月12日,0,16013,0,1,210671,0,0,0,0,0,0,{}
74,1502437,Evelonda-飒旦,2,6,嗨~这里是除了恐怖游戏什么都玩个人势Vup飒旦，感兴趣的话点个关注吧！ 群：1147613252,0,5月4日,102486,858,0,0,291419,0,0,0,0,0,0,{}
75,472260465,Facemoe,2,4,这里是facemoe企划官方账号。  合作请联系邮箱,0,5月8日,0,2685,0,1,22247,0,0,0,0,0,0,{}
76,431534214,哈姆哈姆太郎,2,2,準備中,0,,0,531,0,1,3857,0,0,0,0,0,0,{}
77,49724206,Fey常人類,0,4,啊。,0,6月21日,22152978,243,0,1,3189,0,0,0,0,0,0,{}
78,478453335,00-00--00-0-00,2,3,,0,,21708700,421,0,1,3915,0,0,0,0,0,0,{}
79,9529667,GaEmAi_White,2,6,嘘！因为害怕魔域的课程，跑到人间来做正常魔界少年的伽爱美怀特~怀妈妈的英语角：713456848,0,11月23日,184400,117,0,1,1069,0,0,0,0,0,0,{}
80,570121110,GNGG石榴石,2,2,兴趣使然。感兴趣的话欢迎私信，(づ?ど)诶嘿↗,0,,0,26,0,1,253,0,0,0,0,0,0,{}
81,5023410,H2SiO3笋,2,6,"霍，这下活史书了
录播号:Snfox笋笋录播组
舒适圈选手，放养型画手，烂梗狂热者，播不播都是缘分，狒狒浓度激增，毕业论文摔跤手",0,,10887260,10450,0,0,207651,0,0,0,0,0,0,{}
82,4365322,优纪光channel,2,6,PopCorner社团所属Vup优纪光hikari。督促用QQ群：960528656欢迎任何形式的联动，具体请b站私信。,0,4月18日,544868,4264,0,0,27445,0,0,0,0,0,0,{}
83,51269394,HetmesAskalana,2,5,"UNACAS Organisation/Central.P//N/PRS
..——LIBRARY.UNACAS.ORG",0,,7624505,435,0,1,100553,0,0,0,0,0,0,{}
84,65240998,安然_はる,2,4,,0,12月19日,4554355,6,0,1,4122,0,0,0,0,0,0,{}
85,508963009,HiiroVTuber,2,6,"901 IQ, 不是 425KG 的 debu, cat！在学中文【直播是晚上8点，在动态通知】",1,,21919321,1118283,247,0,48699123,37,14390421,230445,705460,202390900,11513,"{'CALL': 48019, '强强': 39880, '开门': 18129, '哈哈哈': 16720, '晚安': 16443, '吃桃': 16132, '猫猫': 15369, 'scissors': 13814, '老板': 10846, '大气': 10711, '点点': 10502, '礼物': 10498, '红包': 10485, '可爱': 9392, '生日快乐': 7638, '可以': 6680, '哈哈哈哈': 6401, 'mua': 5139, '晚上': 4792, '加油': 3481}"
86,516311334,Hime_Channel,2,2,大家好！我是N计划的 姬！接下来会为了养活我们姐妹而拼命做视频！请大家多多关照！,0,,0,145,0,1,1325,0,0,0,0,0,0,{}
87,33127428,-Hokori-,1,5,考证大学党，不定期长弧,0,1月16日,11410641,301,0,1,61456,0,0,0,0,0,0,{}
88,286700005,hololive,2,6,VTuber事务所，官方账号官网：hololive.tv，直播时间表：schedule.hololive.tv,1,,8982686,250592,0,1,77624388,0,0,0,0,0,0,{}
89,3221223,H蓝色大老虎H,1,6,来自静心湖的大老虎，想当你生活中给你我带来欢乐的跑龙套,0,12月12日,6953239,4083,1,0,1537604,0,0,0,0,0,0,{}
90,19872419,Iris雨梦_Dream,0,5,大家好，这里是雨梦。做自己喜欢的视频，希望你也能喜欢。qq群：806199146,0,5月12日,3238995,606,0,1,22160,0,0,0,0,0,0,{}
91,166617,伊塔Ita,1,6,个人势Vup 立绘妈妈: 松尾(B:捨て犬A) Live2d: 千铃SR(初始)/月野Rero(新衣) 待机室:978548482,0,1月4日,27651,8353,0,0,736789,0,0,0,0,0,0,{}
92,382821371,JJ-Official,0,4,歌系虚拟UP/Vtuber    QQ群：949969148   合作请联系xunijj@qq.com,0,10月15日,14650485,5100,0,1,195662,0,0,0,0,0,0,{}
93,11809053,Jason同学,1,5,"学习交流群：1080698244
个人势VUP，不靠谱的地理老师
严重咕咕爱好者，直播随缘，投稿随缘，但热爱宝可梦的初心不不变！",1,2月19日,1257106,1998,0,0,77439,0,0,0,0,0,0,{}
94,634902212,JohnkoOfficial,2,6,我是Johnko，来自云猫幼儿园，今年五岁了，请多多关照哦，粉丝群：1061838361  联动大欢迎请私信哦~,1,12月11日,22514079,124032,0,0,7765192,0,0,0,0,0,0,{}
95,2149710,KMNHZ-China,2,6,【非公式】根据二创条例KMNZ熟肉烤制中！翻译校对长期招募：629356036 同好交流：619405109,0,,7688266,48555,0,0,5818698,0,0,0,0,0,0,{}
96,1316965,刻燕Kyan_Official,0,6,Coill&Mabel"Kyan"Sinfonia. 二合一的个人势游戏区直播向VUP。变声器是设定。燕窝群433980027,0,12月16日,14288,6845,2,0,1173431,0,0,0,0,0,0,{}
97,2115078,地雷ペダル,2,6,不忘初心，活的开心。,0,,2373631,10442,4,0,202981,0,0,0,0,0,0,{}
98,298077390,KanataHikari官方,0,4,"哥哥们好～这里是奏多光/小光妹妹的官方账号
感谢投币推荐收藏关注，欢迎加入应援群:685085930
字幕组不限条件招收翻译，时轴，校对",0,2月14日,9739403,5843,0,1,185389,0,0,0,0,0,0,{}
99,345819190,Kanna_康娜Official,0,6,我是虚拟主播Kanna！狂热的呆呆兽爱好者！！直播通知群971159760 粉丝群242022193 QQ音乐：康娜,1,10月4日,14222920,134707,6,0,4042738,0,0,0,0,0,0,{}
100,538601957,KiraPikaChannel,2,2,我们是~外星人哒~！ 外星人“妇~妇”Vtuber 奇拉皮卡频道！ 请关注我们的频道吧~,0,,0,34,0,1,205,0,0,0,0,0,0,{}
101,1442771,Kirikosama,2,6,"个人势，中国人，闪仙伊厨，选择性社恐。
蓝鸟：Kirikosama 网易云：-Kirikosama
商务合作QQ：2246761189",1,,15122413,86717,91,0,917083,103,1626146,13773,52795,33979100,1029,"{'call': 3213, '哈哈哈哈': 2284, '奶茶': 1777, '哈哈哈': 1684, '别急': 1548, '哈哈': 1145, 'kk': 788, '好听': 759, '哭哭': 617, '0.0': 536, '晚安': 514, '确实': 465, '再来': 451, '可爱': 426, '就是': 410, '摆咯': 399, '可以': 374, 'KK': 366, '礼物': 364, '红包': 357}"
102,600985,Kiroko96,2,6,<ChaosLive·S>所属视频势，想到啥做啥，喜欢小可爱日常的话还请点个关注吧~,1,,471368,187100,0,0,40299485,0,0,0,0,0,0,{}
103,668479385,Laine_official,2,6,大家好我是来自马来西亚的V！怪话烧水拉面精通！录播：Laine的后花园 群：599264857,0,12月7日,22513500,98785,38,0,5631002,41,461785,13855,62585,30985800,1603,"{'应援': 2081, '主播': 1783, '主包': 1332, '什么': 1023, 'Walao': 726, '饮茶': 652, '晚安': 648, '可以': 617, '晚上': 528, '莱宝': 524, '不是': 519, '哈哈哈': 475, '点歌': 393, '怎么': 378, '这个': 297, '喜欢': 295, '好听': 295, '马来西亚': 290, '可爱': 281, '没有': 273}"
104,49464709,Leia_夜空Project,2,6,休眠待机Leia的观测所群号――738298056?   画师：@PPC-ppc,0,3月21日,21323721,10904,6,0,236778,0,0,0,0,0,0,{}
105,423443185,萝贝利亚,2,5,赛博幽灵 群：879904923 twi：@LobeliaLen 可以叫我阿莲,0,1月1日,21526783,482,0,1,4683,0,0,0,0,0,0,{}
106,57260085,LoneliteChannel,2,5,过期音游残疾皆传满地走,0,12月7日,4226198,565,0,1,336013,0,0,0,0,0,0,{}
107,441639597,Aiya事务所,2,2,Aiya事务所中日虚拟主播企划准备中。,0,,0,103,0,1,0,0,0,0,0,0,0,{}
108,2804512,虚拟主播社团PRO-Lucain,2,3,您好，我们是虚拟主播社团PRO.Lucain，报名请移步群：685935687,0,,0,19,0,1,0,0,0,0,0,0,0,{}
109,353050668,Lucca事务所,2,5,"一只有趣的Vup事务所官号，合作请联系PocketfansMetro@gmail.com
",0,3月7日,0,15173,0,1,607494,0,0,0,0,0,0,{}
110,2186106,VA-Luna,1,6,Behind the Siege,0,6月24日,1568418,15639,0,1,2666004,0,0,0,0,0,0,{}
111,424595836,LupinusVG公式,2,5,这里是Lupinus公式！包含的成员有花芽堇，花芽薺，一之濑丽，小雀都都四人欢迎一起来玩！粉丝群：692225811,0,,21396836,10979,0,0,526478,0,0,0,0,0,0,{}
112,9128378,Lis橙子,1,5,是个专注百合漫的人～～【N日三部】系列杂谈开放~~男声女身性转换男の娘VUP~~,0,5月24日,41831,310,0,1,56529,0,0,0,0,0,0,{}
113,406748610,MEMproject,2,5,这里是VisualArts所属的虚拟偶像企划MEMproject！请多多关照！协力:STARDUST字幕组  qq粉丝群：772469594,0,,21334538,12685,0,1,386572,0,0,0,0,0,0,{}
114,394233884,METEO箱推汪,2,2,Re:AcT旗下虚拟偶像组合METEO（唯牙コハク(唯牙琥珀)&皇噛ユカリ(皇噛紫)）搬运。吃人群：530519709,0,,0,591,0,1,15951,0,0,0,0,0,0,{}
115,391134325,MIOUIHARU,2,2,初めまして！バーチャルユーチューバーの”ういはるみお”です！皆さんに私のことを知ってもらいたいです！  ,0,,0,610,0,1,3013,0,0,0,0,0,0,{}
116,352396621,叫我MOUMOU酱,0,3,这有什么问题么？微博：叫我MOUMOU酱,0,6月1日,0,41154,0,1,68655,0,0,0,0,0,0,{}
117,402355190,MZ次元,2,5,虚拟创作者社团！合作请联系QQ：3274869014（原画、l2d、剧本、分镜、切片）,0,,21368928,8236,0,0,150940,0,0,0,0,0,0,{}
118,414753486,大米公主MaiPrincess,2,5,我们是来自日本的大米偶像，大米公主MaiPrincess！ 这里是我们的官方频道！BILIBILI的人类朋友们请多多关照！,0,,21461939,10141,0,1,219721,0,0,0,0,0,0,{}
119,488726535,Makuroka_Project,2,3,无限期停止活动中,0,1月1日,0,384,0,1,0,0,0,0,0,0,0,{}
120,132137127,Mammon咩姆Official,2,4,冬眠啦,0,,22105815,3054,0,1,221338,0,0,0,0,0,0,{}
121,455888811,MayaPutri搬运组,0,2,"欢迎加入Maya Putri应援群，群聊号码：781415698
长期吃人：印尼语人才，英翻/日翻，时轴。授权在要了，等个回复。",0,11月11日,0,1494,0,1,44623,0,0,0,0,0,0,{}
122,4307809,MeAqua动画制作委员会,2,6,めあくあてぇてぇ！主要创作以神楽めあ与湊あくあ为主角的二次创作视频作品，不定期投稿。审核群号：907670971,0,7月26日,4471628,59291,0,0,1679835,0,0,0,0,0,0,{}
123,84939191,Melody搬运,2,4,ProjektMelody授权非官方搬运，ProjektMelody字幕组维护。,0,4月1日,0,17864,0,1,797185,0,0,0,0,0,0,{}
124,330889230,Meo_Channel,2,3,一个喜欢唱歌的普通人类vup  ,0,,11436729,108,0,1,3703,0,0,0,0,0,0,{}
125,473935898,MichelleOfficial,2,2,Vtuber MichelleRoloCottn Official? Twitter【@MicheleRCotton】,0,,0,1372,0,1,11618,0,0,0,0,0,0,{}
126,97883488,Mika_Official,2,4,<Creator Coffee所属＞有没有看到我的可爱之处呢?,0,,21705903,366,0,1,4330,0,0,0,0,0,0,{}
127,500893486,Mikado帝字幕组,0,3,"帝组长期吃人	审核群：874509623		粉丝群：1158774111",0,2月23日,0,7579,0,1,124243,0,0,0,0,0,0,{}
128,25362533,MikoSix_账号已停用,2,6,已从虚拟主播的身份毕业，该账号会作为留念保留，不再使用，感谢大家以来的支持，再见,0,6月18日,101797,14049,0,0,2206412,0,0,0,0,0,0,{}
129,423902976,Minicatty,0,6,含蓄内敛羞涩又清楚又老实巴交且不善言辞的个人势小猫咪~每天随机歌回~日常打游戏·画画··~老社恐了多多包涵嗷~,1,1月1日,21603945,97263,106,0,5661359,117,8770956,43812,256594,160746600,3394,"{'滑稽': 20613, 'mi': 19629, '师傅': 16544, '摸鱼': 15680, 'Call': 13419, 'zzzzzZZ': 6378, '晚安': 4133, '瓜瓜': 3719, '海豹': 3580, '木鱼': 3405, '哈哈哈': 3266, '可乐': 2753, 'Rua': 2473, '点歌': 1916, '老板': 1876, '晚上': 1834, '这个': 1539, '哈哈哈哈': 1519, '锤子': 1509, '礼物': 1447}"
130,3727121,Minto薄荷糖,0,6,不惹争执不惯毛病。,0,9月14日,97722,26915,1,0,2178138,0,0,0,0,0,0,{}
131,238537745,未来明-MiraiAkari,2,6,hello、这里是未来明！！ 来自日本的虚拟up主   粉丝群qq：761818926,0,11月21日,6792401,136826,0,0,6935085,0,0,0,0,0,0,{}
132,449786865,MochiPro中国官方,2,5,个人VTuber事务所【MochiPro】已解散。此号暂不作更新,0,,21910180,6650,0,1,189623,0,0,0,0,0,0,{}
133,692437895,桃井最中Monaka,0,6,住在你家隔壁的一只普通猫猫?直播录像@Monaka录播组,1,8月17日,22637920,48875,62,0,941375,107,1762709,19993,132232,51596100,2970,"{'mnk': 7444, '问号': 5502, '力量': 4292, 'mona': 3463, 'day0': 2530, '礼物': 2519, '红包': 2499, '点点': 2456, '老板': 2255, '大气': 2244, '趴菜': 1587, '可爱': 1561, '可以': 1169, '什么': 1082, '点歌': 910, '哈哈哈哈': 827, '晚上': 826, '你好': 813, '晚安': 764, '拜拜': 757}"
134,473409,Monoise,2,3,我叫莫诺西，可以直接叫我Mono，一个不会营业的屑，请多多关照。,0,,21778708,817,0,1,11957,0,0,0,0,0,0,{}
135,427623918,Moonlight木莱,1,6,过分谨慎兔耳男+随心所欲小恶魔，木莱和Saki的双人账号。Crst.还存在的地方。,0,4月30日,21494900,3473,1,0,87443,0,0,0,0,0,0,{}
136,143681547,安夏Charila,2,5,晚安~,0,4月1日,5270583,3508,0,1,65754,0,0,0,0,0,0,{}
137,283815,白上恵理香Official,0,6,ジェネクソウテ連合学園生徒会所属、バーチャルネコ娘高校生イラストレーターの白上えりかだよ～,0,11月8日,844458,169,0,0,3410,0,0,0,0,0,0,{}
138,9824984,Nachoco搬运队,2,3,Nachoco单推群：581350464 搬运队急招翻译校对！加群：377242392,0,,0,9767,0,1,170192,0,0,0,0,0,0,{}
139,153373112,NGWORKS,2,4,一个小小的万事屋！偶尔活跃在评论区 运营是DD DD信箱：ngworks@vup.ink,1,7月26日,4709278,182,0,1,692,0,0,0,0,0,0,{}
140,410484677,NIJISANJI,2,6,商业合作请联系（中、日、英可）：https://www.anycolor.co.jp/contact,1,2月8日,21346449,776484,0,0,51073162,0,0,0,0,0,0,{}
141,442576231,NIJISANJIID联合搬运组,2,5,NIJISANJI ID分部非公式联合搬运组，英印马日翻及校对欢迎加入 审757920060 捞面馆145095220,0,1月1日,0,15267,0,1,650231,0,0,0,0,0,0,{}
142,554362964,NaiD26号Channel,2,2,大家好这里是NaiD26号…是新人vup（时不时会不可描述）请大家多多关照～其他视频账号：@NaiD26号official,0,3月23日,22207297,267,0,1,1779,0,0,0,0,0,0,{}
143,57988971,NamelessProject,2,2,Nameless Project家的官号哟,0,,0,93,0,1,0,0,0,0,0,0,0,{}
